b1,b2,b3,b4,b5,b6,b7,b8,b9,pred_minus_obs_H_b1,pred_minus_obs_H_b2,pred_minus_obs_H_b3,pred_minus_obs_H_b4,pred_minus_obs_H_b5,pred_minus_obs_H_b6,pred_minus_obs_H_b7,pred_minus_obs_H_b8,pred_minus_obs_H_b9,pred_minus_obs_S_b1,pred_minus_obs_S_b2,pred_minus_obs_S_b3,pred_minus_obs_S_b4,pred_minus_obs_S_b5,pred_minus_obs_S_b6,pred_minus_obs_S_b7,pred_minus_obs_S_b8,pred_minus_obs_S_b9,class
'\'(46.2-53.8]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(76.2-83.4]\'','\'(48.7-54.4]\'','\'(88.5-94]\'','\'(79.6-89]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(61.741-69.854]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(14.21-20.7]\'','\'(-29.632--24.016]\'','\'(-34.274--28.912]\'','\'(-11.715--2.44]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-1.865--1.136]\'','\'(-6.772--5.656]\'','\'(-21.094--18.838]\'','\'(-1.412--1.203]\'','\'(-5.81--5.09]\'','\'(-18.835--16.734]\'','\'(-1.96--1.052]\'','\'(-4.76--3.926]\'','d '
'\'(53.8-61.4]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(97.8-105]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(70.2-79.6]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(22.627-inf)\'','\'(39.954-48.752]\'','\'(-5.26-1.23]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-11.715--2.44]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-21.094--18.838]\'','\'(-0.785--0.576]\'','\'(-3.65--2.93]\'','\'(-18.835--16.734]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','s '
'\'(69-76.6]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(105-112.2]\'','\'(48.7-54.4]\'','\'(88.5-94]\'','\'(89-98.4]\'','\'(-inf-25.5]\'','\'(58.8-65.7]\'','\'(37.402-45.515]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-11.75--5.26]\'','\'(-24.016-inf)\'','\'(-34.274--28.912]\'','\'(-20.99--11.715]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-22.984--21.081]\'','\'(-1.136--0.407]\'','\'(-7.888--6.772]\'','\'(-23.35--21.094]\'','\'(-1.412--1.203]\'','\'(-6.53--5.81]\'','\'(-20.936--18.835]\'','\'(-2.868--1.96]\'','\'(-5.594--4.76]\'','h '
'\'(53.8-61.4]\'','\'(50.2-57]\'','\'(70.1-77.8]\'','\'(90.6-97.8]\'','\'(71.5-77.2]\'','\'(105-110.5]\'','\'(89-98.4]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(-6.465-0.808]\'','\'(13.56-22.358]\'','\'(7.72-14.21]\'','\'(-52.096--46.48]\'','\'(-50.36--44.998]\'','\'(-20.99--11.715]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-23.35--21.094]\'','\'(-0.785--0.576]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
'\'(76.6-84.2]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(105-112.2]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(89-98.4]\'','\'(-inf-25.5]\'','\'(58.8-65.7]\'','\'(29.289-37.402]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-18.24--11.75]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-20.99--11.715]\'','\'(-2.348-4.201]\'','\'(-10.778--3.992]\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-18.838--16.582]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','s '
'\'(53.8-61.4]\'','\'(36.6-43.4]\'','\'(62.4-70.1]\'','\'(83.4-90.6]\'','\'(60.1-65.8]\'','\'(94-99.5]\'','\'(98.4-107.8]\'','\'(25.5-32]\'','\'(58.8-65.7]\'','\'(53.628-61.741]\'','\'(8.081-15.354]\'','\'(22.358-31.156]\'','\'(7.72-14.21]\'','\'(-40.864--35.248]\'','\'(-39.636--34.274]\'','\'(-30.265--20.99]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-24.887--22.984]\'','\'(-1.865--1.136]\'','\'(-6.772--5.656]\'','\'(-25.606--23.35]\'','\'(-1.203--0.994]\'','\'(-5.81--5.09]\'','\'(-23.037--20.936]\'','\'(-1.96--1.052]\'','\'(-5.594--4.76]\'','d '
'\'(53.8-61.4]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(90.6-97.8]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(70.2-79.6]\'','\'(25.5-32]\'','\'(58.8-65.7]\'','\'(45.515-53.628]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-5.26-1.23]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-11.715--2.44]\'','\'(-2.348-4.201]\'','\'(-10.778--3.992]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-23.35--21.094]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-18.835--16.734]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','s '
'\'(46.2-53.8]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(83.4-90.6]\'','\'(48.7-54.4]\'','\'(88.5-94]\'','\'(70.2-79.6]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(1.23-7.72]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-2.44-6.835]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-17.275--15.372]\'','\'(-0.407-0.322]\'','\'(-2.308--1.192]\'','\'(-18.838--16.582]\'','\'(-0.576--0.367]\'','\'(-2.93--2.21]\'','\'(-14.633--12.532]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','s '
'\'(61.4-69]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(90.6-97.8]\'','\'(48.7-54.4]\'','\'(88.5-94]\'','\'(98.4-107.8]\'','\'(25.5-32]\'','\'(58.8-65.7]\'','\'(45.515-53.628]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(1.23-7.72]\'','\'(-24.016-inf)\'','\'(-34.274--28.912]\'','\'(-30.265--20.99]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-22.984--21.081]\'','\'(-1.865--1.136]\'','\'(-6.772--5.656]\'','\'(-25.606--23.35]\'','\'(-1.203--0.994]\'','\'(-5.81--5.09]\'','\'(-20.936--18.835]\'','\'(-2.868--1.96]\'','\'(-5.594--4.76]\'','s '
'\'(-inf-38.6]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(90.6-97.8]\'','\'(54.4-60.1]\'','\'(94-99.5]\'','\'(60.8-70.2]\'','\'(-inf-25.5]\'','\'(-inf-51.9]\'','\'(77.967-inf)\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(1.23-7.72]\'','\'(-35.248--29.632]\'','\'(-39.636--34.274]\'','\'(-2.44-6.835]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-13.469--11.566]\'','\'(-1.136--0.407]\'','\'(-2.308--1.192]\'','\'(-18.838--16.582]\'','\'(-0.785--0.576]\'','\'(-3.65--2.93]\'','\'(-12.532--10.431]\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','d '
'\'(53.8-61.4]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(83.4-90.6]\'','\'(54.4-60.1]\'','\'(94-99.5]\'','\'(79.6-89]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(14.21-20.7]\'','\'(-35.248--29.632]\'','\'(-39.636--34.274]\'','\'(-11.715--2.44]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-2.594--1.865]\'','\'(-5.656--4.54]\'','\'(-25.606--23.35]\'','\'(-0.994--0.785]\'','\'(-5.09--4.37]\'','\'(-20.936--18.835]\'','\'(-2.868--1.96]\'','\'(-5.594--4.76]\'','d '
'\'(46.2-53.8]\'','\'(36.6-43.4]\'','\'(54.7-62.4]\'','\'(90.6-97.8]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(70.2-79.6]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(61.741-69.854]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(1.23-7.72]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(-2.44-6.835]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-21.081--19.178]\'','\'(-1.865--1.136]\'','\'(-4.54--3.424]\'','\'(-23.35--21.094]\'','\'(-0.785--0.576]\'','\'(-4.37--3.65]\'','\'(-20.936--18.835]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
'\'(46.2-53.8]\'','\'(57-63.8]\'','\'(77.8-85.5]\'','\'(90.6-97.8]\'','\'(65.8-71.5]\'','\'(105-110.5]\'','\'(70.2-79.6]\'','\'(38.5-45]\'','\'(72.6-79.5]\'','\'(53.628-61.741]\'','\'(-13.738--6.465]\'','\'(13.56-22.358]\'','\'(-5.26-1.23]\'','\'(-46.48--40.864]\'','\'(-50.36--44.998]\'','\'(-2.44-6.835]\'','\'(-21.995--15.446]\'','\'(-24.35--17.564]\'','\'(-17.275--15.372]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-18.838--16.582]\'','\'(-0.785--0.576]\'','\'(-3.65--2.93]\'','\'(-14.633--12.532]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','o '
'\'(38.6-46.2]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(90.6-97.8]\'','\'(54.4-60.1]\'','\'(99.5-105]\'','\'(70.2-79.6]\'','\'(-inf-25.5]\'','\'(-inf-51.9]\'','\'(69.854-77.967]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(-5.26-1.23]\'','\'(-35.248--29.632]\'','\'(-44.998--39.636]\'','\'(-2.44-6.835]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-21.094--18.838]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','d '
'\'(53.8-61.4]\'','\'(50.2-57]\'','\'(62.4-70.1]\'','\'(97.8-105]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(107.8-117.2]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(-6.465-0.808]\'','\'(22.358-31.156]\'','\'(-5.26-1.23]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(-39.54--30.265]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-9.663-inf)\'','\'(-1.865--1.136]\'','\'(-2.308--1.192]\'','\'(-14.326-inf)\'','\'(-0.785--0.576]\'','\'(-2.93--2.21]\'','\'(-10.431-inf)\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','d '
'\'(61.4-69]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(105-112.2]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(89-98.4]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(45.515-53.628]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-11.75--5.26]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-20.99--11.715]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-9.663-inf)\'','\'(-1.865--1.136]\'','\'(-2.308--1.192]\'','\'(-14.326-inf)\'','\'(-0.785--0.576]\'','\'(-2.93--2.21]\'','\'(-10.431-inf)\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','s '
'\'(38.6-46.2]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(76.2-83.4]\'','\'(48.7-54.4]\'','\'(88.5-94]\'','\'(51.4-60.8]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(61.741-69.854]\'','\'(22.627-inf)\'','\'(39.954-48.752]\'','\'(7.72-14.21]\'','\'(-29.632--24.016]\'','\'(-34.274--28.912]\'','\'(6.835-16.11]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-17.275--15.372]\'','\'(-0.407-0.322]\'','\'(-3.424--2.308]\'','\'(-18.838--16.582]\'','\'(-0.367--0.158]\'','\'(-2.21--1.49]\'','\'(-14.633--12.532]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','s '
'\'(46.2-53.8]\'','\'(36.6-43.4]\'','\'(54.7-62.4]\'','\'(105-112.2]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(79.6-89]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(-18.24--11.75]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(-11.715--2.44]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-2.308--1.192]\'','\'(-21.094--18.838]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','d '
'\'(46.2-53.8]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(76.2-83.4]\'','\'(-inf-48.7]\'','\'(-inf-88.5]\'','\'(70.2-79.6]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(14.21-20.7]\'','\'(-24.016-inf)\'','\'(-28.912-inf)\'','\'(-2.44-6.835]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-17.275--15.372]\'','\'(-1.865--1.136]\'','\'(-5.656--4.54]\'','\'(-21.094--18.838]\'','\'(-1.412--1.203]\'','\'(-5.09--4.37]\'','\'(-16.734--14.633]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','s '
'\'(99.4-inf)\'','\'(63.8-70.6]\'','\'(85.5-93.2]\'','\'(133.8-inf)\'','\'(65.8-71.5]\'','\'(110.5-116]\'','\'(107.8-117.2]\'','\'(45-51.5]\'','\'(79.5-86.4]\'','\'(-inf-13.063]\'','\'(-13.738--6.465]\'','\'(-4.036-4.762]\'','\'(-inf--31.22]\'','\'(-46.48--40.864]\'','\'(-55.722--50.36]\'','\'(-39.54--30.265]\'','\'(-15.446--8.897]\'','\'(-31.136--24.35]\'','\'(-19.178--17.275]\'','\'(-4.052--3.323]\'','\'(-5.656--4.54]\'','\'(-25.606--23.35]\'','\'(-0.994--0.785]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-3.776--2.868]\'','\'(-6.428--5.594]\'','o '
'\'(53.8-61.4]\'','\'(36.6-43.4]\'','\'(54.7-62.4]\'','\'(83.4-90.6]\'','\'(54.4-60.1]\'','\'(94-99.5]\'','\'(79.6-89]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(7.72-14.21]\'','\'(-35.248--29.632]\'','\'(-39.636--34.274]\'','\'(-11.715--2.44]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-19.178--17.275]\'','\'(-1.865--1.136]\'','\'(-4.54--3.424]\'','\'(-25.606--23.35]\'','\'(-0.994--0.785]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-5.594--4.76]\'','d '
'\'(38.6-46.2]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(76.2-83.4]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(60.8-70.2]\'','\'(32-38.5]\'','\'(58.8-65.7]\'','\'(69.854-77.967]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(7.72-14.21]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(6.835-16.11]\'','\'(-8.897--2.348]\'','\'(-10.778--3.992]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-2.308--1.192]\'','\'(-21.094--18.838]\'','\'(-0.367--0.158]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','o '
'\'(46.2-53.8]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(83.4-90.6]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(79.6-89]\'','\'(25.5-32]\'','\'(58.8-65.7]\'','\'(61.741-69.854]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(7.72-14.21]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(-11.715--2.44]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-23.35--21.094]\'','\'(-0.994--0.785]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
'\'(46.2-53.8]\'','\'(36.6-43.4]\'','\'(54.7-62.4]\'','\'(112.2-119.4]\'','\'(54.4-60.1]\'','\'(105-110.5]\'','\'(98.4-107.8]\'','\'(25.5-32]\'','\'(58.8-65.7]\'','\'(61.741-69.854]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(-18.24--11.75]\'','\'(-35.248--29.632]\'','\'(-50.36--44.998]\'','\'(-30.265--20.99]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-15.372--13.469]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-18.838--16.582]\'','\'(-0.785--0.576]\'','\'(-3.65--2.93]\'','\'(-14.633--12.532]\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','d '
'\'(46.2-53.8]\'','\'(43.4-50.2]\'','\'(70.1-77.8]\'','\'(76.2-83.4]\'','\'(54.4-60.1]\'','\'(88.5-94]\'','\'(70.2-79.6]\'','\'(-inf-25.5]\'','\'(-inf-51.9]\'','\'(61.741-69.854]\'','\'(0.808-8.081]\'','\'(13.56-22.358]\'','\'(14.21-20.7]\'','\'(-35.248--29.632]\'','\'(-34.274--28.912]\'','\'(-2.44-6.835]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-21.081--19.178]\'','\'(-1.865--1.136]\'','\'(-5.656--4.54]\'','\'(-23.35--21.094]\'','\'(-1.203--0.994]\'','\'(-5.81--5.09]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
'\'(61.4-69]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(97.8-105]\'','\'(-inf-48.7]\'','\'(88.5-94]\'','\'(79.6-89]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(45.515-53.628]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-5.26-1.23]\'','\'(-24.016-inf)\'','\'(-34.274--28.912]\'','\'(-11.715--2.44]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-5.656--4.54]\'','\'(-21.094--18.838]\'','\'(-1.412--1.203]\'','\'(-5.81--5.09]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','s '
'\'(61.4-69]\'','\'(70.6-77.4]\'','\'(93.2-100.9]\'','\'(76.2-83.4]\'','\'(82.9-88.6]\'','\'(121.5-127]\'','\'(89-98.4]\'','\'(58-64.5]\'','\'(93.3-100.2]\'','\'(45.515-53.628]\'','\'(-28.284--21.011]\'','\'(-4.036-4.762]\'','\'(14.21-20.7]\'','\'(-63.328--57.712]\'','\'(-66.446--61.084]\'','\'(-20.99--11.715]\'','\'(-35.093--28.544]\'','\'(-44.708--37.922]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-2.308--1.192]\'','\'(-21.094--18.838]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','o '
'\'(46.2-53.8]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(90.6-97.8]\'','\'(54.4-60.1]\'','\'(99.5-105]\'','\'(70.2-79.6]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(53.628-61.741]\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(-5.26-1.23]\'','\'(-35.248--29.632]\'','\'(-44.998--39.636]\'','\'(-2.44-6.835]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-21.081--19.178]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-21.094--18.838]\'','\'(-0.785--0.576]\'','\'(-3.65--2.93]\'','\'(-18.835--16.734]\'','\'(-1.052--0.144]\'','\'(-3.926--3.092]\'','s '
'\'(53.8-61.4]\'','\'(57-63.8]\'','\'(77.8-85.5]\'','\'(76.2-83.4]\'','\'(65.8-71.5]\'','\'(99.5-105]\'','\'(89-98.4]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(45.515-53.628]\'','\'(-13.738--6.465]\'','\'(4.762-13.56]\'','\'(7.72-14.21]\'','\'(-52.096--46.48]\'','\'(-50.36--44.998]\'','\'(-20.99--11.715]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-17.275--15.372]\'','\'(-0.407-0.322]\'','\'(-3.424--2.308]\'','\'(-16.582--14.326]\'','\'(-0.994--0.785]\'','\'(-3.65--2.93]\'','\'(-14.633--12.532]\'','\'(-1.052--0.144]\'','\'(-3.092--2.258]\'','d '
'\'(38.6-46.2]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(90.6-97.8]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(60.8-70.2]\'','\'(-inf-25.5]\'','\'(51.9-58.8]\'','\'(69.854-77.967]\'','\'(22.627-inf)\'','\'(39.954-48.752]\'','\'(7.72-14.21]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(6.835-16.11]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-17.275--15.372]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-23.35--21.094]\'','\'(-0.994--0.785]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
'\'(-inf-38.6]\'','\'(29.8-36.6]\'','\'(-inf-54.7]\'','\'(83.4-90.6]\'','\'(71.5-77.2]\'','\'(110.5-116]\'','\'(60.8-70.2]\'','\'(32-38.5]\'','\'(65.7-72.6]\'','\'(77.967-inf)\'','\'(15.354-22.627]\'','\'(39.954-48.752]\'','\'(7.72-14.21]\'','\'(-52.096--46.48]\'','\'(-61.084--55.722]\'','\'(6.835-16.11]\'','\'(-8.897--2.348]\'','\'(-17.564--10.778]\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-4.54--3.424]\'','\'(-21.094--18.838]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','o '
'\'(46.2-53.8]\'','\'(-inf-29.8]\'','\'(-inf-54.7]\'','\'(83.4-90.6]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(60.8-70.2]\'','\'(-inf-25.5]\'','\'(-inf-51.9]\'','\'(61.741-69.854]\'','\'(22.627-inf)\'','\'(39.954-48.752]\'','\'(1.23-7.72]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(6.835-16.11]\'','\'(4.201-inf)\'','\'(2.794-inf)\'','\'(-19.178--17.275]\'','\'(-1.865--1.136]\'','\'(-4.54--3.424]\'','\'(-18.838--16.582]\'','\'(-0.576--0.367]\'','\'(-3.65--2.93]\'','\'(-16.734--14.633]\'','\'(-1.96--1.052]\'','\'(-3.926--3.092]\'','s '
'\'(76.6-84.2]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(112.2-119.4]\'','\'(-inf-48.7]\'','\'(88.5-94]\'','\'(98.4-107.8]\'','\'(-inf-25.5]\'','\'(58.8-65.7]\'','\'(29.289-37.402]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(-24.73--18.24]\'','\'(-24.016-inf)\'','\'(-39.636--34.274]\'','\'(-30.265--20.99]\'','\'(4.201-inf)\'','\'(-10.778--3.992]\'','\'(-13.469--11.566]\'','\'(-0.407-0.322]\'','\'(-2.308--1.192]\'','\'(-14.326-inf)\'','\'(-0.785--0.576]\'','\'(-2.93--2.21]\'','\'(-14.633--12.532]\'','\'(-1.96--1.052]\'','\'(-3.092--2.258]\'','h '
'\'(69-76.6]\'','\'(29.8-36.6]\'','\'(54.7-62.4]\'','\'(97.8-105]\'','\'(48.7-54.4]\'','\'(94-99.5]\'','\'(107.8-117.2]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(37.402-45.515]\'','\'(15.354-22.627]\'','\'(31.156-39.954]\'','\'(-5.26-1.23]\'','\'(-29.632--24.016]\'','\'(-39.636--34.274]\'','\'(-39.54--30.265]\'','\'(-2.348-4.201]\'','\'(-3.992-2.794]\'','\'(-19.178--17.275]\'','\'(-1.865--1.136]\'','\'(-4.54--3.424]\'','\'(-23.35--21.094]\'','\'(-0.785--0.576]\'','\'(-4.37--3.65]\'','\'(-18.835--16.734]\'','\'(-2.868--1.96]\'','\'(-5.594--4.76]\'','h '
'\'(61.4-69]\'','\'(36.6-43.4]\'','\'(54.7-62.4]\'','\'(90.6-97.8]\'','\'(60.1-65.8]\'','\'(99.5-105]\'','\'(107.8-117.2]\'','\'(25.5-32]\'','\'(51.9-58.8]\'','\'(45.515-53.628]\'','\'(8.081-15.354]\'','\'(31.156-39.954]\'','\'(1.23-7.72]\'','\'(-40.864--35.248]\'','\'(-44.998--39.636]\'','\'(-39.54--30.265]\'','\'(4.201-inf)\'','\'(-3.992-2.794]\'','\'(-19.178--17.275]\'','\'(-1.136--0.407]\'','\'(-3.424--2.308]\'','\'(-23.35--21.094]\'','\'(-0.785--0.576]\'','\'(-4.37--3.65]\'','\'(-20.936--18.835]\'','\'(-2.868--1.96]\'','\'(-4.76--3.926]\'','d '
